Topic,Subtopic,Tweet,Hashtag,Emojis
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @Very_Sports: Want to #win our @Biosynergy perfect weight loss essentials? RT+FOLLOW both accounts to enter! #FreebieFriday https://t.co/deFSPVrEnS,"win,FreebieFriday",
Health and Fitness,Health and Fitness/Men's Health,"RT @Mensrunninguk: RT &amp; follow for your chance to #WIN this @MONTANEuk running pack!
#FreebieFriday
https://t.co/gP0PkFjp1J https://t.co/KK54FHTMIb","WIN,FreebieFriday",
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @realbuzzcom: It's #competition time! #Win a Fitbit in our #prize #giveaway. RT &amp; Follow to enter #realbuzzCharge https://t.co/Dm3HSnFx0Y,"competition,Win,prize,giveaway,realbuzzCharge",
Health and Fitness,Health and Fitness/Health Technology,How cool is this? New strap 😎#run #cool @suunto my old watch looks now like new! @Movescount https://t.co/zKXu1gwaGM,"run,cool",sunglasses
Health and Fitness,Health and Fitness/Exercise and Nutrition,Bloating? Getting more of this vitamin may stop the bloat once and for all! #VitaminD https://t.co/25qWSBzFEY via @WellandGoodNYC,VitaminD,
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @Very_Sports: Want to #win our @Biosynergy perfect weight loss essentials? RT+FOLLOW both accounts to enter! #FreebieFriday https://t.co/deFSPVrEnS,"win,FreebieFriday",
Health and Fitness,Health and Fitness/Exercise and Nutrition,@Very_Sports @Biosynergy fab prize ty 4 the chance #fingerscrossed,fingerscrossed,
Health and Fitness,Health and Fitness/Dental Care,RT @comparethetreat: #WIN a 60 day course of @Skinade to rejuvenate your skin from within! Follow fav and Retweet to be in with a chance. https://t.co/rbuyOK3Alp,WIN,
Health and Fitness,Health and Fitness/Aging,RT @RHNutrition: Ten foods u should eat bt don't https://t.co/fpWeM8fj3B @thatgirl_london @Fighting_Fifty @Eqvvs_Training @TheDetoxKitchen @PoppyPhilomenaC,,
Health and Fitness,Health and Fitness/Exercise and Nutrition,Your daily laugh brought to you by the strongest grandpa at #musclebeach https://t.co/VtbBpIcviG via @muscle_fitness https://t.co/0cxLNSmwNE,musclebeach,
Health and Fitness,Health and Fitness/Men's Health,"RT @Mensrunninguk: RT &amp; follow for your chance to #WIN this @MONTANEuk running pack!
#FreebieFriday
https://t.co/gP0PkFjp1J https://t.co/KK54FHTMIb","WIN,FreebieFriday",
Health and Fitness,Health and Fitness/Mental Health,@FeelinFine86 @BlurtAlerts So true *hugs*,,
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @SweatbandActive: #Win A Tube of #Wimbledon #Tennis #Balls Every Day This Week RT&amp;F https://t.co/pYVb9q7Yhj #Giveaway #competition https://t.co/YVZojYU566,"Win,Wimbledon,Tennis,Balls,Giveaway,competition",
Health and Fitness,Health and Fitness/Exercise and Nutrition,@SweatbandActive Fantastic giveaway. Following and retweeted. Thank you! x,,
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @Very_Sports: Want to #win our @Biosynergy perfect weight loss essentials? RT+FOLLOW both accounts to enter! #FreebieFriday https://t.co/deFSPVrEnS,"win,FreebieFriday",
Health and Fitness,Health and Fitness/Aging,RT @gransnet: RT &amp; follow by 9am 11/7/16 to #win one of three signed copies of @LesleyPearse’s #DeadtoMe #FreebieFriday https://t.co/HBq4aDfZqz,"win,DeadtoMe,FreebieFriday",
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @reesesandfitnes: 💥 Ends Tomorrow 🙊 Retweet &amp; Follow for the chance to win this reeses selection #giveaway #competition 💥 https://t.co/pfdh2AVlgU,"giveaway,competition","boom,speak_no_evil,boom"
Health and Fitness,Health and Fitness/Exercise and Nutrition,@reesesandfitnes #giveaway #competition I love the peanutty taste of Reese's chocolate.,"giveaway,competition",
Health and Fitness,Health and Fitness/Men's Health,"RT @Mensrunninguk: RT &amp; follow for your chance to #WIN this @MONTANEuk running pack!
#FreebieFriday
https://t.co/gP0PkFjp1J https://t.co/KK54FHTMIb","WIN,FreebieFriday",
Health and Fitness,Health and Fitness/Men's Health,@Mensrunninguk @MONTANEuk #win #FreebieFriday I'd love this for my son. Great prize.,"win,FreebieFriday",
Health and Fitness,Health and Fitness/Disease Centres and Information,"RT @DrMerminCDC: About 70% of people who have Trichomoniasis, or Trich, don’t have any symptoms. https://t.co/t4hIxgrXAl https://t.co/L3xXKVZelc",,
Health and Fitness,Health and Fitness/Exercise and Nutrition,What is #PeaProtein? Here is the low down https://t.co/D3NNLq4w9e via @WellandGoodNYC https://t.co/CUd5R36196,PeaProtein,
Health and Fitness,Health and Fitness/Disease Centres and Information,@Subdo2 @DrMerminCDC That's because the US Health Industry is run only for making huge profits for the Drugs &amp; Insurance companies.,,
Health and Fitness,Health and Fitness/Disease Centres and Information,@Subdo2 @DrMerminCDC Why on earth the Democrats of all people blocked urgent funding for the Zika virus beggars beyond all belief too!,,
Health and Fitness,Health and Fitness/Health Technology,"Win ""Lumo Lift"" Digital Posture Coach &amp; Activity Tracker #FitnessTuesday via @Fitness4Mamas @lumobodytech https://t.co/wF0P50KWS1",FitnessTuesday,
Health and Fitness,Health and Fitness/Dental Care,RT @DrStevenLin: How #sugar in your #diet can cause non-alcoholic liver disease. https://t.co/nBqpOcCxfB #health #nutrition #food https://t.co/JQvIHMXJHa,"sugar,diet,health,nutrition,food",
Health and Fitness,Health and Fitness/Women's Health,"So, how much does this olympian really know about fitness? #FitnessIQ https://t.co/HWRnU3M4R7  via @Shape_Magazine https://t.co/1Kfd1b8O6m",FitnessIQ,
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @FitnessMagazine: #FitnessFriday Tip: Stack your gym clothes to save space &amp; never lose your socks. More tips: https://t.co/YBhXP4UcLS https://t.co/xfNO88eAzh,FitnessFriday,
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @MultipowerUK: Finish the week with a big session #GetItDone @MitchLawrencePT https://t.co/I3rEqz48oW,GetItDone,
Health and Fitness,Health and Fitness/Health Technology,@swissalpine_ @Swiss_Marathon #lastlongruntoday #40k in preparation for the #S42 @suunto #richmondpark #runhappy,"lastlongruntoday,40k,S42,richmondpark,runhappy",
Health and Fitness,Health and Fitness/Exercise and Nutrition,"RT @MuscleFoodUK: **Follow, Retweet &amp; Predict the #EURO2016 Winner for your chance to win an EPIC MF Hamper**
https://t.co/AzCcbNkBSJ https://t.co/gWaQ8BWo0h",EURO2016,
Health and Fitness,Health and Fitness/Health Technology,"RT @Runkeeper: From armbands to belts, we did our research to bring you the best running armbands of 2016! https://t.co/nkYTt6JExl https://t.co/BlvEzKaGcj",,
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @SweatbandActive: #Win A Tube of #Wimbledon #Tennis #Balls Every Day This Week RT&amp;F https://t.co/pYVb9q7Yhj #Giveaway #competition https://t.co/YVZojYU566,"Win,Wimbledon,Tennis,Balls,Giveaway,competition",
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @SalveoUK: It's a Summer #giveaway! RT &amp; follow @salveoUK &amp; @ProfPuzzleUK to #win this Garden Games Limbo set. Ends 13/07 23:59 https://t.co/uhvDPkOjng,"giveaway,win",
Health and Fitness,Health and Fitness/Exercise and Nutrition,@Vitality_UK My #EverydayAthlete nomination is @Dave_Bald He grabs every opportunity to be out &amp; about &amp; active🏌🏀🎾🏊🏃 https://t.co/M0uQacrQf0,EverydayAthlete,"basketball,tennis,swimmer,runner"
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @SalveoUK: It's a Summer #giveaway! RT &amp; follow @salveoUK &amp; @ProfPuzzleUK to #win this Garden Games Limbo set. Ends 13/07 23:59 https://t.co/uhvDPkOjng,"giveaway,win",
Health and Fitness,Health and Fitness/Exercise and Nutrition,@ClareRosex @_Sophie_aris @Team_Optimum I use some ON stuff and seems fine! But I have 100% isoblend which I love!,,
Health and Fitness,Health and Fitness/Exercise and Nutrition,@CarlyRowena @Zoella dammit! Want an emoji! This hat guy just isn't me! Haha 🕵🏻 #lifegoals #emojigoals,"lifegoals,emojigoals",
Health and Fitness,Health and Fitness/Mental Health,"RT @UCLPsychiatry: Very pleased to host #PreventableHarm public discussion on risk assessment with @Mental_Elf &amp; @TheLancetPsych, 20/7 https://t.co/JEGNKZpjl1",PreventableHarm,
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @USW_SandC: @UniSouthWales Professor Ian Jeffreys has just been voted onto the @NSCA board! https://t.co/1ccN5d4uc2,,
Health and Fitness,Health and Fitness/Weight Loss,"RT @EatThisNotThat: Ladies, here are the 30 flat-belly foods you BETTER eat: https://t.co/ongluhQlXM https://t.co/FE2myovkjK",,
Health and Fitness,Health and Fitness/Women's Health,"RT @UKWomensHealth: It's the weekend, give yourself a break https://t.co/qj94wZbVCz",,
Health and Fitness,Health and Fitness/Exercise and Nutrition,@thebodycoach fry up 😍 #healthy #breakfast https://t.co/EB7qWtDNVz,"healthy,breakfast",heart_eyes
Health and Fitness,Health and Fitness/Mental Health,@VargasSTL @RespectYourself @StopBullyingGov @MichelleObama better than RE far more helpful in life lessons,,
Health and Fitness,Health and Fitness/Mental Health,@BlurtAlerts @CassieMay_ So true.,,
Health and Fitness,Health and Fitness/Weight Loss,RT @StorryT_Jewels: Spending my saturday morning with these gorgeously fit people @alice_ldnm @thebodycoach https://t.co/NDc3ujwLpe,,
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @realbuzzcom: It's #competition time! #Win a Fitbit in our #prize #giveaway. RT &amp; Follow to enter #realbuzzCharge https://t.co/aGGwqAeWpH,"competition,Win,prize,giveaway,realbuzzCharge",
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @realbuzzcom: #Win a Fitbit in our #giveaway! Enter our #competition before it's too late!  #realbuzzCharge https://t.co/ie6qAsAW0l,"Win,giveaway,competition,realbuzzCharge",
Health and Fitness,Health and Fitness/Exercise and Nutrition,Our @MyproteinUK delivery has arrived in the UK for our 10 day stay! Supplements will not be forgotten - even when on holiday 🙌🏽,,raised_hands
Health and Fitness,Health and Fitness/Health Technology,Many thanks to my good friend @MitchNova for helping me today finishing my #40k at #richmondpark @suunto #runhappy https://t.co/3PJoXSq4yp,"40k,richmondpark,runhappy",
Health and Fitness,Health and Fitness/Dental Care,RT @comparethetreat: It's #competition time! #WIN a 60 day supply of @Skinade  Follow us &amp; Retweet this for a chance to #WIN https://t.co/JVBGuXj6eK,"competition,WIN,WIN",
Health and Fitness,Health and Fitness/Dental Care,RT @comparethetreat: Drink your way to beautiful skin! #WIN a 60 day supply of @Skinade Follow us &amp; Retweet this for a chance to #WIN https://t.co/vlhFwiwANE,"WIN,WIN",
Health and Fitness,Health and Fitness/Weight Loss,"RT @BooteaTeatox: WIN our BOOTEA BUNDLE ✖️ To enter simply follow us, RT this AND our NEW pinned tweet - Winner 30/07 😍 https://t.co/OJwxC2RvFS",,"heavy_multiplication_x,heart_eyes"
Health and Fitness,Health and Fitness/Exercise and Nutrition,@RossEdgley I want to do this testing!,,
Health and Fitness,Health and Fitness/Health Technology,Lucky man to get my first @FitbitUK from my amazing fiancée! Stepping up a level now! #healthy #fitness #Fitbit #Fitzip,"healthy,fitness,Fitbit,Fitzip",
Health and Fitness,Health and Fitness/Exercise and Nutrition,"RT @MuscleFoodUK: **Follow, Retweet &amp; Predict the #EURO2016 Winner for your chance to win an EPIC MF Hamper**
https://t.co/AzCcbNkBSJ https://t.co/gWaQ8BWo0h",EURO2016,
Health and Fitness,Health and Fitness/Mental Health,"Do good, get fit. @Goodgym combines exercise with positive community action. #londonrunclubs https://t.co/NGmZbZo0vw",londonrunclubs,
Health and Fitness,Health and Fitness/Women's Health,"RT @UKWomensHealth: It's the weekend, give yourself a break https://t.co/qj94wZbVCz",,
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @scottcaulfield: .@jbryanmann &amp; Natalia Verkoshansky talking preparation periods .@NSCA college coaches SIG mtg #NatCon16 https://t.co/AZ2OevmJsD,NatCon16,
Health and Fitness,Health and Fitness/Exercise and Nutrition,"RT @bighousepower: ""The one who trains the longest, gets the strongest!"" Matt Wenning @NSCA #NatCon16",NatCon16,
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @M1Jarvis: Hi @NiallOfficial I didn't know you liked golf mate! @JustinRose99 https://t.co/EAYkcgAbEk,,
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @realbuzzcom: Want to #win a FREE Fitbit? Of course you do! Simply RT &amp; F to enter our #competition. #realbuzzCharge https://t.co/MHm6lIhvPi,"win,competition,realbuzzCharge",
Health and Fitness,Health and Fitness/Exercise and Nutrition,@realbuzzcom #win Free Fitbit RT&amp;Flw #realbuzzCharge  Yes please! Love to win 1 Ty @melp75 @babychloeb @jhill1105,"win,realbuzzCharge",
Health and Fitness,Health and Fitness/Dental Care,RT @TheBreathCo: It's #FreebieFriday time! RT and follow to #WIN a The Breath Co. care package. Ends 31/07 https://t.co/xNbfCJDjH9,"FreebieFriday,WIN",
Health and Fitness,Health and Fitness/Exercise and Nutrition,"RT @MuscleFoodUK: Re-Tweet to win our old school PROTEIN sweets

9.3g of Protein | FAT FREE | ZERO SUGAR

https://t.co/eCPBg2kzjy https://t.co/BDR3CQR8oE",,
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @MyproteinUK: This girl has got some serious skills! 👌💪 https://t.co/0CStI4z8aM,,"ok_hand,muscle"
Health and Fitness,Health and Fitness/Exercise and Nutrition,"RT @MuscleFoodUK: Re-Tweet to win our old school PROTEIN sweets

9.3g of Protein | FAT FREE | ZERO SUGAR

https://t.co/eCPBg2kzjy https://t.co/BDR3CQR8oE",,
Health and Fitness,Health and Fitness/Exercise and Nutrition,@CarlyRowena I'll see your sparkles and raise you with... https://t.co/ipLC2SKQqx,,
Health and Fitness,Health and Fitness/Weight Loss,"RT @BooteaTeatox: WIN our BOOTEA BUNDLE ✖️ To enter simply follow us, RT this AND our NEW pinned tweet - Winner 30/07 😍 https://t.co/OJwxC2RvFS",,"heavy_multiplication_x,heart_eyes"
Health and Fitness,Health and Fitness/Exercise and Nutrition,@CarlyRowena they change colours too! ☺️,,relaxed
Health and Fitness,Health and Fitness/Health Technology,RT @ONC_HealthIT: #Blockchain and #healthIT? Learn more and join the challenge → https://t.co/y1mPIml4b3  @usnistgov https://t.co/CJMm1DG20z,"Blockchain,healthIT",
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @M1Jarvis: Hi @NiallOfficial I didn't know you liked golf mate! @JustinRose99 https://t.co/EAYkcgAbEk,,
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @realbuzzcom: Want to #win a FREE Fitbit? Of course you do! Simply RT &amp; F to enter our #competition. #realbuzzCharge https://t.co/MHm6lIhvPi,"win,competition,realbuzzCharge",
Health and Fitness,Health and Fitness/Dental Care,RT @comparethetreat: Drink your way to beautiful skin! #WIN a 60 day supply of @Skinade Follow us &amp; Retweet this for a chance to #WIN https://t.co/vlhFwiwANE,"WIN,WIN",
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @realbuzzcom: Enter our Facebook #giveaway to #win a Jawbone Up3 fitness band. Click to enter &gt;&gt;&gt; https://t.co/kvKVaWbxYb https://t.co/WgeXdsnnGY,"giveaway,win",
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @M1Jarvis: Hi @NiallOfficial I didn't know you liked golf mate! @JustinRose99 https://t.co/EAYkcgAbEk,,
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @JustinRose99: @M1Jarvis @NiallOfficial Does he??!! 😂,,joy
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @M1Jarvis: Hi @NiallOfficial I didn't know you liked golf mate! @JustinRose99 https://t.co/EAYkcgAbEk,,
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @JustinRose99: @M1Jarvis @NiallOfficial Does he??!! 😂,,joy
Health and Fitness,Health and Fitness/Weight Loss,@eforshaww @WeightWatchers help,,
Health and Fitness,Health and Fitness/Dental Care,RT @TheBreathCo: It's #FreebieFriday time! RT and follow to #WIN a The Breath Co. care package. Ends 31/07 https://t.co/xNbfCJDjH9,"FreebieFriday,WIN",
Health and Fitness,Health and Fitness/Women's Health,RT @Women_Fit: Pain is only temporary but victory is forever. -Jeremy H. Winning,,
Health and Fitness,Health and Fitness/Dental Care,RT @TheBreathCo: It's #FreebieFriday time! RT and follow to #WIN a The Breath Co. care package. Ends 31/07 https://t.co/xNbfCJDjH9,"FreebieFriday,WIN",
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @realbuzzcom: Get your hands on a new Fitbit. RT + Follow for your chance to #win our July #competition. #realbuzzCharge https://t.co/fXsUS6Upcy,"win,competition,realbuzzCharge",
Health and Fitness,Health and Fitness/Mental Health,Day 2 #22killpushupchallenge If You're suffering get in touch #Hiddenwounds @HelpforHeroes @CombatStress or  GP https://t.co/gVSNbs5N2K,"22killpushupchallenge,Hiddenwounds",
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @M1Jarvis: Hi @NiallOfficial I didn't know you liked golf mate! @JustinRose99 https://t.co/EAYkcgAbEk,,
Health and Fitness,Health and Fitness/Women's Health,"RT @Women_Fit: •  Train harder.
•  Run faster.
•  Dream harder.
•  Aim higher.
BE THE BEST YOU CAN BE.",,
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @realbuzzcom: Get your hands on a new Fitbit. RT + Follow for your chance to #win our July #competition. #realbuzzCharge https://t.co/fXsUS6Upcy,"win,competition,realbuzzCharge",
