Topic,Subtopic,Tweet,Hashtag,Emojis
Health and Fitness,Health and Fitness/Mental Health,"RT @911well: Have compassion for all beings, rich and poor alike .. #BeKind #Compassion #Buddha #Mindfulness #DontJudge https://t.co/EynAAhU76D","BeKind,Compassion,Buddha,Mindfulness,DontJudge",
Health and Fitness,Health and Fitness/Women's Health,RT @Women_Fit: You just can't beat the person who never gives up. -Babe Ruth,,
Health and Fitness,Health and Fitness/Exercise and Nutrition,"RT @911well: Pray for Nice. Pray for France .. We stand tall with our friends
#PrayersForFrance #PrayForNice https://t.co/LK80ZtFw4Q","PrayersForFrance,PrayForNice",
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @PuritansPride: #GIVEAWAY: RT &amp; follow us for a chance to #win a #Strawberry Prize Pack: https://t.co/1WPSCTtfNJ #darkchocolate https://t.co/B1f8qwYBsW,"GIVEAWAY,win,Strawberry,darkchocolate",
Health and Fitness,Health and Fitness/Women's Health,@Nike @NikeRunning @nikewomen @FinishLine #ShoesSoFresh You got that right! 💪🏽 #concreterunners  #finishline https://t.co/J6Whwi2cws,"ShoesSoFresh,concreterunners,finishline",muscle
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @FitspirationaI: My life https://t.co/f1pdbTFHKZ,,
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @muscle_fitness: Sculpt lean sexy legs with this routine. https://t.co/WXwYAzEFuK https://t.co/CI1glJHfC7,,
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @911well: When the mind is at rest in total silence .. Inner Peace .. #healing #Yoga #meditation #mindfulness https://t.co/4HXtZlKTl5,"healing,Yoga,meditation,mindfulness",
Health and Fitness,Health and Fitness/Sports Medicine,RT @DrRobertKlapper: #LAKERS. Best Area to break in Wrist is 3rd Metacarpal because 2nd and 4th Metacarpals serve as internal brace on either side of 3rd!,LAKERS,
Health and Fitness,Health and Fitness/Exercise and Nutrition,"RT @FitnessMagazine: Freezer Smoothies That Make Mornings Easier
https://t.co/IIRtvH91ls https://t.co/wlRDpnzaZh",,
Health and Fitness,Health and Fitness/Mental Health,RT @suzi_rees: Autistic climbers tackling the Matterhorn... Amazing to raise awareness @TheAutismShow @Autism @Olleyedwards  https://t.co/Z6o3DKNkgy,,
Health and Fitness,Health and Fitness/Sports Medicine,"RT @drrajatchauhan: If you run, you think you run or want to run, listen to 4th episode of my running podcast #MoveMint by @livemint https://t.co/qOl0bDi8Lu",MoveMint,
Health and Fitness,Health and Fitness/Mental Health,RT @JedRecord: Negativity can have a profound affect on the health of your mind #mindfulness via @911well https://t.co/3hkLygNPLw,mindfulness,
Health and Fitness,Health and Fitness/Mental Health,"RT @911well: Chronic stress can weaken your immune system ..causing  headaches, sleeping problems, anger and depression #Stress https://t.co/29Rs0I0bMg",Stress,
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @UKTeam_Optimum: Stay in the game this weekend with some #GoldBCAAA Train + Sustain. #RT &amp; Follow for your chance to #win! #TeamON https://t.co/GcF3z8UPbC,"GoldBCAAA,RT,win,TeamON",
Health and Fitness,Health and Fitness/Sports Medicine,@evareypr @sportingtherapy Ah thank you! xx,,
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @JenSelter: My heart breaks :( #PrayForNice,PrayForNice,
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @realbuzzcom: Tweet us your favourite #workout song using #FitTuneFriday to feature on the Spotify playlist chosen by you! #fitfam https://t.co/rnsz3PELqY,"workout,FitTuneFriday,fitfam",
Health and Fitness,Health and Fitness/Exercise and Nutrition,"RT @realbuzzcom: What do you workout to? Tweet us your track using #FitTuneFriday to feature on our playlist. #fitfam 
Pls RT https://t.co/64iiqR7qoX","FitTuneFriday,fitfam",
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @WeHeartLiving: #Win a #summer adventure pack! Simply Follow and RT to enter. Info: https://t.co/DR3advx69A #comp https://t.co/dQMx9a7pWe,"Win,summer,comp",
Health and Fitness,Health and Fitness/Mental Health,@LauriDMeizler @M1Analytics @CognitiveA @JohnEMichel @JeffreyPJacobs @KarenJeanHood @scedmonds @seanpatrick123 @kuabt An interesting thought,,
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @UKTeam_Optimum: #RT &amp; Follow for your chance to #win! Stay in the game this weekend with some #GoldBCAAA Train + Sustain. #TeamON https://t.co/jf18p44IJz,"RT,win,GoldBCAAA,TeamON",
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @UKTeam_Optimum: #RT &amp; Follow for your chance to #win! Stay in the game this weekend with some #GoldBCAAA Train + Sustain. #TeamON https://t.co/jf18p44IJz,"RT,win,GoldBCAAA,TeamON",
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @britishturkey: #FreebieFriday we’re giving away one copy of @Madeleine_Shaw_’s latest cookbook. RT &amp; Follow for a chance to #win. https://t.co/nYEnb8Vlyn,"FreebieFriday,win",
Health and Fitness,Health and Fitness/Mental Health,@alzheimerssoc Chooses @McCann_WW https://t.co/M5aMpfK6uW @mccannlondon @MRMMeteorite,,
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @runnersworld: The 15 foods runners need every week for good health and top performance. https://t.co/Zc9WdGR4ii https://t.co/twyLLduVeQ,,
Health and Fitness,Health and Fitness/Aging,RT @PlymouthChaz: Good to meet @john_naismith @Tazza_NR @alzassociation @PlussSW @PlussInspires @AndyKebby  #disabilityconfident https://t.co/miQgmkOHrs,disabilityconfident,
Health and Fitness,Health and Fitness/Mental Health,RT @911well: When we practice loving kindness and compassion we are the first ones to profit #Mindfulness #Kindness https://t.co/AUbEsGHZJl,"Mindfulness,Kindness",
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @USPlabs: #RT for your chance to win @USPlabs #MaxREPS+NO3  #FreebieFriday #giveaway and #LiveModern https://t.co/Mx2dSg46hh,"RT,MaxREPS,FreebieFriday,giveaway,LiveModern",
Health and Fitness,Health and Fitness/Men's Health,RT @MensHealthUK: 5 reasons you need to swim more (with expert tips from@GethincJones) https://t.co/EJF3gsw4Jc  #divein #spon https://t.co/cmg9Y0f7Y3,"divein,spon",
Health and Fitness,Health and Fitness/Health Technology,@Runtastic @dcalawson yeah. Don't let your legs get too comfortable during runs,,
Health and Fitness,Health and Fitness/Exercise and Nutrition,@MuscleFoodUK @finfletim looks good!,,
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @realbuzzcom: Want to #win a Fitbit in our July #competition? Just RT &amp; F to enter. #realbuzzCharge https://t.co/tmY02DaUwt https://t.co/zpc0c1tzwn,"win,competition,realbuzzCharge",
Health and Fitness,Health and Fitness/Exercise and Nutrition,@realbuzzcom awesome #win #competition #realbuzzCharge,"win,competition,realbuzzCharge",
Health and Fitness,Health and Fitness/Women's Health,"@kayeadams @BCCare my friend is 34 and has secondary breast cancer, spread to lymph nodes, abdomen. Not getting any answers. So upsetting.",,
Health and Fitness,Health and Fitness/Women's Health,"RT @BCCare: When time is uncertain, women with secondary breast cancer need to be certain of your support #NotSecondRate https://t.co/REWTkYx3ap",NotSecondRate,
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @UKTeam_Optimum: #RT &amp; Follow for your chance to #win! Stay in the game this weekend with some #GoldBCAAA Train + Sustain. #TeamON https://t.co/jf18p44IJz,"RT,win,GoldBCAAA,TeamON",
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @realbuzzcom: #Win our July #competition and get a Fitbit Charge HR. RT &amp; Follow to enter our #prize #giveaway #realbuzzCharge https://t.co/bDFlY1npD5,"Win,competition,prize,giveaway,realbuzzCharge",
Health and Fitness,Health and Fitness/Mental Health,RT @MindCharity: We have a paid opportunity for someone to review our new info on paranoia. Can you help? https://t.co/Ft74nHz3cw https://t.co/KxXhxIrAgz,,
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @MikaRotunda: Stopped to buy some LEGIT reading material for my flight! @SashaBanksWWE 👏🏽🤘🏾 oh hey @mandfhers cover girl! https://t.co/auZcfl7JzT,,clap
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @runnersworld: What runners need to know about Lyme disease and how to protect themselves https://t.co/1kD5UOfkDR https://t.co/Q8PW7D2K8C,,
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @PuritansPride: #GIVEAWAY: RT &amp; follow us for a chance to #win a #Strawberry #Prize Pack: https://t.co/1WPSCTtfNJ #protein #snacks https://t.co/NbgPJaqVhT,"GIVEAWAY,win,Strawberry,Prize,protein,snacks",
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @realbuzzcom: #Win our July #competition and get a Fitbit Charge HR. RT &amp; Follow to enter our #prize #giveaway #realbuzzCharge https://t.co/bDFlY1npD5,"Win,competition,prize,giveaway,realbuzzCharge",
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @realbuzzcom: #Win our July #competition and get a Fitbit Charge HR. RT &amp; Follow to enter our #prize #giveaway #realbuzzCharge https://t.co/bDFlY1npD5,"Win,competition,prize,giveaway,realbuzzCharge",
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @realbuzzcom: Want to #win a Fitbit in our July #competition? Just RT &amp; F to enter. #realbuzzCharge https://t.co/tmY02DaUwt https://t.co/zpc0c1tzwn,"win,competition,realbuzzCharge",
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @realbuzzcom: #Win a Fitbit Charge HR in our July #competition #giveaway. Follow &amp; RT to enter. #realbuzzCharge https://t.co/cU1rFFJbys,"Win,competition,giveaway,realbuzzCharge",
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @realbuzzcom: Get your hands on a new Fitbit. RT + Follow for your chance to #win our July #competition. #realbuzzCharge https://t.co/PgNUsuW2hN,"win,competition,realbuzzCharge",
Health and Fitness,Health and Fitness/Men's Health,"RT @MensFitness: These 4 exercises will widen your back muscles and give you that ""V"" look: https://t.co/W9dVKMjxbS https://t.co/8kyd7cgnBF",,
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @WeHeartLiving: #Win a #summer adventure pack! Simply Follow and RT to enter. Info: https://t.co/DR3advx69A #comp https://t.co/dQMx9a7pWe,"Win,summer,comp",
Health and Fitness,Health and Fitness/Exercise and Nutrition,@WeHeartLiving #Win a #summer adventure pack! Simply Follow and RT to enter. Info: https://t.co/gvIIYStKVY #comp https://t.co/G9xD9dmKqZ,"Win,summer,comp",
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @realbuzzcom: #Win our July #competition and get a Fitbit Charge HR. RT &amp; Follow to enter our #prize #giveaway #realbuzzCharge https://t.co/bDFlY1npD5,"Win,competition,prize,giveaway,realbuzzCharge",
Health and Fitness,Health and Fitness/Aging,RT @lizziecundy: Most gorgeous wedding for @harleystskin ❤️thank you @Piamichi https://t.co/eOsF2LsCRy,,heart
Health and Fitness,Health and Fitness/Aging,RT @lizziecundy: Mu lovely @_ClaireRichards at the most amazing wedding @harleystskin ❤️❤️ https://t.co/IcqJsY82Xt,,"heart,heart"
Health and Fitness,Health and Fitness/Aging,@lizziecundy @_ClaireRichards @harleystskin to most stunning ladies you friend looks most stunning as well lizzie.,,
Health and Fitness,Health and Fitness/Health Technology,The doctor will see you online now - health disruption via @PushDR no appointment just click and consult  https://t.co/ti7uNG8vZZ,,
Health and Fitness,Health and Fitness/Health Technology,@PushDR The doctor will see you online now https://t.co/ti7uNG8vZZ,,
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @MuscleFoodUK: I don't get how people say they don't have time to eat .... https://t.co/hlkuxhMfPm,,
Health and Fitness,Health and Fitness/Health Technology,RT @sweetblondefit: There are two times in life: now &amp; too late. 🔥🔥🔥🔥 @JennaWolfe @FitApproach @ideafit #sweatpink #blogfest,"sweatpink,blogfest","fire,fire,fire,fire"
Health and Fitness,Health and Fitness/Sports Medicine,RT @YLMSportScience: 🔝⚽️🏀 How to optimize resistance training to jump higher by @jb_morin https://t.co/VYxNL8qWqF https://t.co/8yf5TIBqs8,,"top,soccer,basketball"
Health and Fitness,Health and Fitness/Health Technology,"RT @sweatlife_nyc: ""There are two times in life: Now and too late."" - @JennaWolfe at @ideafit #blogfest #IdeaWorld2016","blogfest,IdeaWorld2016",
Health and Fitness,Health and Fitness/Health Technology,"RT @FitApproach: ""If you want something you've never had, go do something you've never done!"" @JennaWolfe #sweatpink #blogfest #ideaworld @ideafit","sweatpink,blogfest,ideaworld",
Health and Fitness,Health and Fitness/Health Technology,"RT @sweatlife_nyc: ""This is not a dress rehearsal, this is the show, this is your life."" @JennaWolfe, NYC #fitfam keynote at @ideafit https://t.co/7ci6FXaPWf",fitfam,
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @WeHeartLiving: #Win a #summer adventure pack! Simply Follow and RT to enter. Info: https://t.co/DR3advx69A #comp https://t.co/dQMx9a7pWe,"Win,summer,comp",
Health and Fitness,Health and Fitness/Alternative Medicine,RT @theblendergirl: Here are the TOP 10 HEALTHIEST SOURCES OF FIBER https://t.co/cd9Eg12wlq #fiber #plantbased @mercola #healthy #health https://t.co/KS20sH3zpL,"fiber,plantbased,healthy,health",
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @realbuzzcom: It's #competition time! #Win a Fitbit in our #prize #giveaway. RT &amp; Follow to enter #realbuzzCharge https://t.co/ha03DjLdtQ,"competition,Win,prize,giveaway,realbuzzCharge",
Health and Fitness,Health and Fitness/Women's Health,"RT @mandfhers: Burn more fat, fast with this HIIT, tabata-style workout. https://t.co/NbUDtUVds1 https://t.co/4tSD7l3WWQ",,
Health and Fitness,Health and Fitness/Women's Health,RT @mandfhers: Hit your abs from every angle with these 10 core-carving cable exercises. https://t.co/l0UMXsqkq1 https://t.co/c52zZjbUE0,,
Health and Fitness,Health and Fitness/Alternative Medicine,@celesgar I entered to #win a relaxing spa retreat for 2 in @BoironUSA #SoothingSummer #Calendula #Sweeps. https://t.co/pYbOg7VvnU,"win,SoothingSummer,Calendula,Sweeps",
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @Team_Optimum: Look what we packed into specially marked tubs of the world's #1 whey protein #GoldStandardCasein https://t.co/ygL4aJxtJr,GoldStandardCasein,
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @TeamGaspari: A wild Machamp appeared in the Dragons Den! Put on muscle like this guy with #Halodrol! RT &amp; Follow to win a box!! https://t.co/kkAa98zowO,Halodrol,
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @USPlabs: #RT for your chance to win @USPlabs #MaxREPS+NO3  #FreebieFriday #giveaway and #LiveModern!! https://t.co/PEsiVhFAvy,"RT,MaxREPS,FreebieFriday,giveaway,LiveModern",
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @USPlabs: #RT for your chance to win @USPlabs #MaxREPS+NO3  #FreebieFriday #giveaway and #LiveModern! https://t.co/Jrr1Nu8DDN,"RT,MaxREPS,FreebieFriday,giveaway,LiveModern",
Health and Fitness,Health and Fitness/Women's Health,RT @mandfhers: Amplify your assets with a simple twist on a few posterior classics. https://t.co/FfUwBBNIdw https://t.co/yfqLLt1iiH,,
Health and Fitness,Health and Fitness/Disease Centres and Information,RT @CDC_Cancer: No woman should die of #CervicalCancer. Most cases are preventable https://t.co/tW9wekccVG https://t.co/FER9G5TfOm,CervicalCancer,
Health and Fitness,Health and Fitness/Health Technology,"Day 2 at the @ideafit expo 😀
Yesterday was a blast! Don't miss out! Come see booth 1735!
#ideaworld #circuitworks https://t.co/U4by4AK1Dr","ideaworld,circuitworks",grinning
Health and Fitness,Health and Fitness/Exercise and Nutrition,"RT @RogueFitness: 450 strong and growing. We are Ohio born, American made. We are Rogue. #ryourogue #youcantdothat https://t.co/sCd5H7jC2l","ryourogue,youcantdothat",
Health and Fitness,Health and Fitness/Alternative Medicine,RT @KarinOUnlimited: Pepsi Creates Dumbbell Shaped Bottle to Promote Healthy Living https://t.co/8cspBF8hgc via @mercola,,
Health and Fitness,Health and Fitness/Exercise and Nutrition,@FUT_KING11 @JenSelter dude why do u care about Jen Selter so fucking much,,
